game,turn,player,move,land_square,nodes,time_ms,pruning_ratio,score_p0,score_p1,heuristic,depth,game_phase,suboptimal,score_deviation,score_loss,operator_blind
1,46,0,"[[0, 3], [1, 2]]","[1, 2]",16,3.9485,0.5,0,261.0,piece_count,2,midgame,False,0.0,0.0,False
1,47,1,"[[2, 1], [3, 0]]","[3, 0]",22,5.3449,0.6562,0,261.0,piece_count,2,midgame,False,0.0,0.0,True
1,48,0,"[[1, 2], [0, 1]]","[0, 1]",19,4.5013,0.6042,0,261.0,piece_count,2,midgame,False,0.0,0.0,True
1,49,1,"[[3, 6], [4, 7]]","[4, 7]",18,4.3516,0.6786,0,261.0,piece_count,2,midgame,False,0.0,0.0,True
1,50,0,"[[0, 1], [1, 0]]","[1, 0]",15,2.7995,0.5312,0,291.0,piece_count,2,endgame,True,0,0.0,True
1,51,1,"[[4, 1], [5, 2]]","[5, 2]",19,2.538,0.6607,0,291.0,piece_count,2,endgame,False,0.0,0.0,True
1,52,0,"[[1, 0], [0, 1]]","[0, 1]",19,2.4571,0.525,0,317.0,piece_count,2,endgame,False,0.0,0.0,False
1,53,1,"[[3, 0], [4, 1]]","[4, 1]",22,5.3391,0.6944,0,317.0,piece_count,2,endgame,False,0.0,0.0,True
1,54,0,"[[0, 1], [1, 0]]","[1, 0]",15,3.4842,0.5312,0,318.0,piece_count,2,endgame,False,0.0,0.0,True
1,55,1,"[[4, 5], [5, 6]]","[5, 6]",18,4.6973,0.6786,0,318.0,piece_count,2,endgame,True,100.0,0.0,True
1,56,0,"[[1, 0], [0, 1]]","[0, 1]",15,3.5055,0.5312,0,418.0,piece_count,2,endgame,False,0.0,0.0,False
1,57,1,"[[5, 2], [6, 1]]","[6, 1]",18,3.5663,0.6786,0,418.0,piece_count,2,endgame,False,0.0,0.0,True
1,58,0,"[[0, 1], [1, 0]]","[1, 0]",26,5.604,0.1875,0,418.0,piece_count,2,endgame,False,0.0,0.0,True
1,59,1,"[[6, 1], [7, 2]]","[7, 2]",22,2.9604,0.6071,0,418.0,piece_count,2,endgame,False,0.0,0.0,False
1,60,0,"[[1, 0], [0, 1]]","[0, 1]",17,2.1827,0.4688,0,444.0,piece_count,2,endgame,True,0,0.0,False
1,61,1,"[[4, 1], [5, 2]]","[5, 2]",23,3.056,0.6806,0,444.0,piece_count,2,endgame,False,0.0,0.0,True
1,62,0,"[[0, 1], [1, 0]]","[1, 0]",20,2.8651,0.5,0,460.0,piece_count,2,endgame,False,0.0,0.0,True
1,63,1,"[[5, 2], [6, 1]]","[6, 1]",25,4.1308,0.6875,0,460.0,piece_count,2,endgame,False,0.0,0.0,True
1,64,0,"[[1, 0], [0, 1]]","[0, 1]",17,4.0071,0.575,0,460.0,piece_count,2,endgame,False,0.0,0.0,False
1,65,1,"[[4, 3], [5, 2]]","[5, 2]",19,5.2142,0.6607,0,460.0,piece_count,2,endgame,True,0.0,0.0,True
1,66,0,"[[0, 1], [1, 0]]","[1, 0]",18,3.3114,0.55,0,460.0,piece_count,2,endgame,False,0.0,0.0,True
1,67,1,"[[3, 2], [4, 3]]","[4, 3]",21,2.8176,0.6719,0,460.0,piece_count,2,endgame,False,0.0,0.0,False
1,68,0,"[[1, 0], [0, 1]]","[0, 1]",16,2.0773,0.6,0,604.0,piece_count,2,endgame,False,0.0,0.0,False
1,69,1,"[[5, 2], [6, 3]]","[6, 3]",17,2.7163,0.6458,0,604.0,piece_count,2,endgame,False,0.0,0.0,False
1,70,0,"[[0, 1], [1, 0]]","[1, 0]",26,6.2037,0.35,0,725.0,piece_count,2,endgame,False,0,0.0,True
1,71,1,"[[6, 3], [7, 4]]","[7, 4]",19,4.6875,0.525,0,725.0,piece_count,2,endgame,False,0.0,0.0,True
1,72,0,"[[1, 0], [0, 1]]","[0, 1]",18,3.8216,0.55,0,725.0,piece_count,2,endgame,False,0.0,0.0,False
1,73,1,"[[4, 3], [5, 2]]","[5, 2]",21,2.8234,0.6719,0,725.0,piece_count,2,endgame,False,0.0,0.0,True
1,74,0,"[[0, 1], [1, 0]]","[1, 0]",18,2.3434,0.55,0,725.0,piece_count,2,endgame,False,0.0,0.0,True
1,75,1,"[[5, 2], [6, 3]]","[6, 3]",21,2.8138,0.6719,0,725.0,piece_count,2,endgame,True,144.0,0.0,False
1,76,0,"[[1, 0], [0, 1]]","[0, 1]",14,3.1099,0.65,0,869.0,piece_count,2,endgame,False,0.0,0.0,False
1,77,1,"[[5, 6], [6, 5]]","[6, 5]",12,2.8663,0.625,0,869.0,piece_count,2,endgame,False,0.0,0.0,True
1,78,0,"[[0, 1], [1, 0]]","[1, 0]",9,2.0342,0.7188,0,869.0,piece_count,2,endgame,False,0.0,0.0,True
1,79,1,"[[4, 7], [5, 6]]","[5, 6]",6,1.3881,0.25,0,869.0,piece_count,2,endgame,False,0.0,0.0,False
1,80,0,"[[1, 0], [0, 1]]","[0, 1]",9,2.0742,0.7188,0,869.0,piece_count,2,endgame,False,0,0.0,False
1,81,1,"[[5, 6], [6, 7]]","[6, 7]",5,1.1117,0.375,0,869.0,piece_count,2,endgame,False,0.0,0.0,False
1,82,0,"[[0, 1], [1, 0]]","[1, 0]",4,0.8581,0.8333,0,899.0,piece_count,2,endgame,False,0.0,0.0,True
2,0,0,"[[6, 1], [5, 0]]","[5, 0]",21,6.4847,0.625,0,0,piece_count,2,opening,False,0,0.0,False
2,1,1,"[[1, 0], [2, 1]]","[2, 1]",22,6.9807,0.6071,0,0,piece_count,2,opening,False,0.0,0.0,True
2,2,0,"[[5, 0], [4, 1]]","[4, 1]",24,5.7149,0.625,0,1.0,piece_count,2,opening,False,0.0,0.0,False
2,3,1,"[[0, 1], [1, 0]]","[1, 0]",25,7.7975,0.6094,0,1.0,piece_count,2,opening,False,0.0,0.0,True
2,4,0,"[[4, 1], [3, 0]]","[3, 0]",24,7.4131,0.6667,0,1.0,piece_count,2,opening,False,0.0,0.0,False
2,5,1,"[[1, 4], [2, 3]]","[2, 3]",19,5.6477,0.6042,0,1.0,piece_count,2,opening,False,0.0,0.0,True
2,6,0,"[[6, 3], [5, 2]]","[5, 2]",21,6.4871,0.625,0,1.0,piece_count,2,opening,False,0.0,0.0,False
2,7,1,"[[0, 3], [1, 4]]","[1, 4]",23,7.2353,0.5893,0,1.0,piece_count,2,opening,False,0.0,0.0,True
2,8,0,"[[5, 2], [4, 1]]","[4, 1]",24,4.1523,0.6667,0,1.0,piece_count,2,opening,False,0.0,0.0,False
2,9,1,"[[1, 4], [2, 5]]","[2, 5]",20,4.4169,0.5833,0,1.0,piece_count,2,opening,False,0.0,0.0,True
2,10,0,"[[6, 5], [5, 4]]","[5, 4]",24,8.5635,0.625,0,1.0,piece_count,2,opening,True,0,0.0,False
2,11,1,"[[0, 5], [1, 4]]","[1, 4]",24,5.4934,0.5714,0,1.0,piece_count,2,opening,False,0.0,0.0,True
2,12,0,"[[5, 4], [4, 3]]","[4, 3]",27,5.09,0.6625,0,1.0,piece_count,2,opening,False,0.0,0.0,False
2,13,1,"[[1, 6], [2, 7]]","[2, 7]",22,7.5526,0.5417,0,1.0,piece_count,2,opening,False,0.0,0.0,True
2,14,0,"[[6, 7], [5, 6]]","[5, 6]",27,8.2264,0.6625,0,31.0,piece_count,2,opening,False,0.0,0.0,False
2,15,1,"[[0, 7], [1, 6]]","[1, 6]",26,8.1816,0.5357,0,31.0,piece_count,2,opening,True,0.0,0.0,True
2,16,0,"[[5, 6], [4, 5]]","[4, 5]",30,7.2491,0.6875,0,31.0,piece_count,2,opening,False,0.0,0.0,False
2,17,1,"[[2, 5], [3, 6]]","[3, 6]",24,15.1634,0.5,0,31.0,piece_count,2,opening,False,0.0,0.0,False
2,18,0,"[[4, 1], [3, 2]]","[3, 2]",25,5.3635,0.7159,0,112.0,piece_count,2,opening,False,0.0,0.0,False
2,19,1,"[[3, 6], [5, 4]]","[5, 4]",21,8.539,0.0,0,112.0,piece_count,2,opening,False,0.0,0.0,False
2,20,0,"[[7, 0], [6, 1]]","[6, 1]",19,7.5982,0.7031,0,139.0,piece_count,2,midgame,True,0,0.0,False
2,21,1,"[[2, 3], [4, 1]]","[4, 1]",11,13.71,0.0,0,139.0,piece_count,2,midgame,False,0.0,0.0,False
2,22,0,"[[4, 3], [3, 4]]","[3, 4]",28,7.7806,0.6111,0,153.0,piece_count,2,midgame,False,0.0,0.0,False
2,23,1,"[[1, 4], [2, 3]]","[2, 3]",29,17.5524,0.6375,0,153.0,piece_count,2,midgame,False,0.0,0.0,True
2,24,0,"[[3, 4], [2, 5]]","[2, 5]",17,4.6659,0.7344,0,153.0,piece_count,2,midgame,False,0.0,0.0,False
2,25,1,"[[1, 6], [3, 4]]","[3, 4]",9,1.2782,0.0,0,153.0,piece_count,2,midgame,True,22.0,0.0,False
2,26,0,"[[6, 1], [5, 0]]","[5, 0]",22,24.2183,0.6071,0,175.0,piece_count,2,midgame,False,0.0,0.0,False
2,27,1,"[[2, 1], [3, 2]]","[3, 2]",23,41.7292,0.6406,0,175.0,piece_count,2,midgame,False,0.0,0.0,False
2,28,0,"[[3, 0], [2, 1]]","[2, 1]",15,6.3386,0.7321,0,199.0,piece_count,2,midgame,False,0.0,0.0,False
2,29,1,"[[1, 2], [3, 0]]","[3, 0]",8,3.5737,0.0,0,199.0,piece_count,2,midgame,False,0.0,0.0,False
2,30,0,"[[7, 2], [6, 1]]","[6, 1]",20,6.68,0.5833,0,212.0,piece_count,2,midgame,True,0,0.0,False
2,31,1,"[[1, 0], [2, 1]]","[2, 1]",21,5.5637,0.6719,0,212.0,piece_count,2,midgame,False,0.0,0.0,True
2,32,0,"[[7, 4], [6, 5]]","[6, 5]",16,4.5726,0.6,0,213.0,piece_count,2,midgame,False,0.0,0.0,False
2,33,1,"[[3, 4], [4, 3]]","[4, 3]",15,4.5023,0.6875,0,213.0,piece_count,2,midgame,False,0.0,0.0,True
